0.000000000000000000e+00,3.000000000000000000e+01
0.000000000000000000e+00,3.000000000000000000e+01
0.000000000000000000e+00,6.000000000000000000e+01
0.000000000000000000e+00,6.000000000000000000e+01
-1.500000000000000000e+01,1.200000000000000000e+02
1.500000000000000000e+01,1.200000000000000000e+02
0.000000000000000000e+00,1.200000000000000000e+02
-1.500000000000000000e+01,1.800000000000000000e+02
1.500000000000000000e+01,1.650000000000000000e+02
0.000000000000000000e+00,1.950000000000000000e+02
1.159103393554687500e+01,2.100000000000000000e+02
-1.159103393554687500e+01,2.100000000000000000e+02
0.000000000000000000e+00,2.400000000000000000e+02
0.000000000000000000e+00,2.700000000000000000e+02
0.000000000000000000e+00,2.700000000000000000e+02
0.000000000000000000e+00,2.850000000000000000e+02
0.000000000000000000e+00,3.000000000000000000e+02
0.000000000000000000e+00,3.000000000000000000e+02
0.000000000000000000e+00,3.150000000000000000e+02
0.000000000000000000e+00,3.000000000000000000e+02
0.000000000000000000e+00,3.450000000000000000e+02
0.000000000000000000e+00,3.150000000000000000e+02
0.000000000000000000e+00,3.450000000000000000e+02
-3.999938964843750000e+00,3.300000000000000000e+02
3.999938964843750000e+00,3.450000000000000000e+02
0.000000000000000000e+00,3.450000000000000000e+02
0.000000000000000000e+00,3.300000000000000000e+02
0.000000000000000000e+00,3.450000000000000000e+02
0.000000000000000000e+00,3.450000000000000000e+02
-3.999938964843750000e+00,3.300000000000000000e+02
0.000000000000000000e+00,3.300000000000000000e+02
3.999938964843750000e+00,3.150000000000000000e+02
0.000000000000000000e+00,3.150000000000000000e+02
0.000000000000000000e+00,3.300000000000000000e+02
0.000000000000000000e+00,3.000000000000000000e+02
0.000000000000000000e+00,2.700000000000000000e+02
0.000000000000000000e+00,2.850000000000000000e+02
0.000000000000000000e+00,2.850000000000000000e+02
0.000000000000000000e+00,2.550000000000000000e+02
-5.333404541015625000e+00,1.650000000000000000e+02
-2.666473388671875000e+00,1.200000000000000000e+02
-2.333679199218750000e+00,1.050000000000000000e+02
-2.333221435546875000e+00,1.050000000000000000e+02
1.266677856445312500e+01,1.050000000000000000e+02
-1.399978637695312500e+01,-4.500000000000000000e+01
1.999969482421875000e+00,-9.000000000000000000e+01
1.999969482421875000e+00,-9.000000000000000000e+01
1.999969482421875000e+00,-9.000000000000000000e+01
2.666473388671875000e+00,-1.200000000000000000e+02
1.692443847656250000e+01,-1.350000000000000000e+02
-1.559097290039062500e+01,-2.250000000000000000e+02
3.999938964843750000e+00,-2.250000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
0.000000000000000000e+00,-2.550000000000000000e+02
0.000000000000000000e+00,-2.700000000000000000e+02
0.000000000000000000e+00,-2.550000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
1.159103393554687500e+01,-2.700000000000000000e+02
-1.159103393554687500e+01,-2.700000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
0.000000000000000000e+00,-2.550000000000000000e+02
-3.999938964843750000e+00,-2.700000000000000000e+02
3.999938964843750000e+00,-2.550000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
0.000000000000000000e+00,-2.400000000000000000e+02
0.000000000000000000e+00,-1.950000000000000000e+02
0.000000000000000000e+00,-2.250000000000000000e+02
0.000000000000000000e+00,-1.950000000000000000e+02
0.000000000000000000e+00,-2.100000000000000000e+02
0.000000000000000000e+00,-1.800000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02
0.000000000000000000e+00,-1.650000000000000000e+02
-3.999938964843750000e+00,-1.650000000000000000e+02
3.999938964843750000e+00,-1.350000000000000000e+02
0.000000000000000000e+00,-1.200000000000000000e+02
0.000000000000000000e+00,-1.200000000000000000e+02
-3.999938964843750000e+00,-1.050000000000000000e+02
