2.070000000000000000e+02,7.750000000000000000e+01
2.070000000000000000e+02,7.850000000000000000e+01
2.070000000000000000e+02,7.950000000000000000e+01
2.070000000000000000e+02,8.150000000000000000e+01
2.070000000000000000e+02,8.350000000000000000e+01
2.065000000000000000e+02,8.750000000000000000e+01
2.070000000000000000e+02,9.150000000000000000e+01
2.070000000000000000e+02,9.550000000000000000e+01
2.065000000000000000e+02,1.015000000000000000e+02
2.070000000000000000e+02,1.070000000000000000e+02
2.070000000000000000e+02,1.135000000000000000e+02
2.073863677978515625e+02,1.205000000000000000e+02
2.070000000000000000e+02,1.275000000000000000e+02
2.070000000000000000e+02,1.355000000000000000e+02
2.070000000000000000e+02,1.445000000000000000e+02
2.070000000000000000e+02,1.535000000000000000e+02
2.070000000000000000e+02,1.630000000000000000e+02
2.070000000000000000e+02,1.730000000000000000e+02
2.070000000000000000e+02,1.830000000000000000e+02
2.070000000000000000e+02,1.935000000000000000e+02
2.070000000000000000e+02,2.035000000000000000e+02
2.070000000000000000e+02,2.150000000000000000e+02
2.070000000000000000e+02,2.255000000000000000e+02
2.070000000000000000e+02,2.370000000000000000e+02
2.068666687011718750e+02,2.480000000000000000e+02
2.070000000000000000e+02,2.595000000000000000e+02
2.070000000000000000e+02,2.710000000000000000e+02
2.070000000000000000e+02,2.820000000000000000e+02
2.070000000000000000e+02,2.935000000000000000e+02
2.070000000000000000e+02,3.050000000000000000e+02
2.068666687011718750e+02,3.160000000000000000e+02
2.068666687011718750e+02,3.270000000000000000e+02
2.070000000000000000e+02,3.375000000000000000e+02
2.070000000000000000e+02,3.480000000000000000e+02
2.070000000000000000e+02,3.590000000000000000e+02
2.070000000000000000e+02,3.690000000000000000e+02
2.070000000000000000e+02,3.780000000000000000e+02
2.070000000000000000e+02,3.875000000000000000e+02
2.070000000000000000e+02,3.970000000000000000e+02
2.070000000000000000e+02,4.055000000000000000e+02
2.068222198486328125e+02,4.110000000000000000e+02
2.067333374023437500e+02,4.150000000000000000e+02
2.066555480957031250e+02,4.185000000000000000e+02
2.065777740478515625e+02,4.220000000000000000e+02
2.070000000000000000e+02,4.255000000000000000e+02
2.065333404541015625e+02,4.240000000000000000e+02
2.066000061035156250e+02,4.210000000000000000e+02
2.066666717529296875e+02,4.180000000000000000e+02
2.067333374023437500e+02,4.150000000000000000e+02
2.068222198486328125e+02,4.110000000000000000e+02
2.073863677978515625e+02,4.065000000000000000e+02
2.068666687011718750e+02,3.990000000000000000e+02
2.070000000000000000e+02,3.915000000000000000e+02
2.070000000000000000e+02,3.835000000000000000e+02
2.070000000000000000e+02,3.755000000000000000e+02
2.070000000000000000e+02,3.670000000000000000e+02
2.070000000000000000e+02,3.580000000000000000e+02
2.070000000000000000e+02,3.495000000000000000e+02
2.070000000000000000e+02,3.415000000000000000e+02
2.073863677978515625e+02,3.325000000000000000e+02
2.070000000000000000e+02,3.235000000000000000e+02
2.070000000000000000e+02,3.155000000000000000e+02
2.070000000000000000e+02,3.070000000000000000e+02
2.068666687011718750e+02,2.980000000000000000e+02
2.070000000000000000e+02,2.895000000000000000e+02
2.070000000000000000e+02,2.815000000000000000e+02
2.070000000000000000e+02,2.735000000000000000e+02
2.070000000000000000e+02,2.655000000000000000e+02
2.070000000000000000e+02,2.575000000000000000e+02
2.070000000000000000e+02,2.495000000000000000e+02
2.070000000000000000e+02,2.430000000000000000e+02
2.070000000000000000e+02,2.355000000000000000e+02
2.070000000000000000e+02,2.290000000000000000e+02
2.070000000000000000e+02,2.220000000000000000e+02
2.070000000000000000e+02,2.160000000000000000e+02
2.070000000000000000e+02,2.110000000000000000e+02
2.070000000000000000e+02,2.055000000000000000e+02
2.068666687011718750e+02,2.000000000000000000e+02
2.070000000000000000e+02,1.955000000000000000e+02
2.070000000000000000e+02,1.915000000000000000e+02
2.070000000000000000e+02,1.875000000000000000e+02
2.068666687011718750e+02,1.840000000000000000e+02
2.070000000000000000e+02,1.815000000000000000e+02
2.070000000000000000e+02,1.790000000000000000e+02
2.070000000000000000e+02,1.770000000000000000e+02
2.068666687011718750e+02,1.750000000000000000e+02
2.070000000000000000e+02,1.735000000000000000e+02
2.070000000000000000e+02,1.735000000000000000e+02
2.070000000000000000e+02,1.730000000000000000e+02
2.068666687011718750e+02,1.730000000000000000e+02
2.070000000000000000e+02,1.735000000000000000e+02
2.070000000000000000e+02,1.740000000000000000e+02
2.070000000000000000e+02,1.755000000000000000e+02
2.070000000000000000e+02,1.775000000000000000e+02
2.070000000000000000e+02,1.795000000000000000e+02
2.068666687011718750e+02,1.820000000000000000e+02
2.070000000000000000e+02,1.855000000000000000e+02
2.070000000000000000e+02,1.890000000000000000e+02
2.070000000000000000e+02,1.920000000000000000e+02
2.068666687011718750e+02,1.960000000000000000e+02
2.070000000000000000e+02,2.010000000000000000e+02
2.070000000000000000e+02,2.055000000000000000e+02
2.068666687011718750e+02,2.100000000000000000e+02
2.070000000000000000e+02,2.155000000000000000e+02
2.073863677978515625e+02,2.205000000000000000e+02
2.068666687011718750e+02,2.260000000000000000e+02
2.070000000000000000e+02,2.315000000000000000e+02
2.070000000000000000e+02,2.375000000000000000e+02
2.070000000000000000e+02,2.435000000000000000e+02
2.070000000000000000e+02,2.500000000000000000e+02
2.068666687011718750e+02,2.570000000000000000e+02
2.070000000000000000e+02,2.635000000000000000e+02
2.070000000000000000e+02,2.695000000000000000e+02
2.070000000000000000e+02,2.760000000000000000e+02
2.068666687011718750e+02,2.830000000000000000e+02
2.070000000000000000e+02,2.895000000000000000e+02
2.068666687011718750e+02,2.960000000000000000e+02
2.070000000000000000e+02,3.020000000000000000e+02
2.068666687011718750e+02,3.090000000000000000e+02
2.070000000000000000e+02,3.155000000000000000e+02
